fid,id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,lc,lc_label,quality,quality_label,X,Y,_mean,_Xmean,_Ymean,_coastalmean,_bluemean,_greenmean,_redmean,_NIRmean,_SWIR1mean,_SWIR2mean,_NDVImean,_IPVImean,_GRVImean
"816","815",EPSG:4326,30.9376586856252,51.093250292031,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,355583.163077339,5662217.70081653,25.5,355590,5662215,25.5,24,16,97,45,199,19.5,0.316865086555481,-0.366269841790199,-0.716791987419128
"817","816",EPSG:4326,31.0377836183178,50.9261195456472,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362099.029568467,5643442.67890829,30.6666666666667,362095,5643445,30.6666666666667,29.3333333333333,26,68.3333333333333,54.6666666666667,200,33.6666666666667,0.444089561700821,-0.111820881565412,-0.451493819554647
"818","817",EPSG:4326,30.7376733853723,51.187837304524,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,341904.050386979,5673146.0749165,24.3333333333333,341905,5673145,24.3333333333333,19,14,77.3333333333333,35,196,13.3333333333333,0.311555027961731,-0.376889934142431,-0.693373779455821
"819","818",EPSG:4326,31.1961293658756,51.1417034962477,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,373813.482949872,5667130.07993762,29.5,373815,5667120,29.5,27.5,21.5,95,51.5,200.5,23,0.352987870573997,-0.294024281203747,-0.627700507640839
"820","819",EPSG:4326,31.1258575489434,51.1207713781286,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368838.812192003,5664925.45610972,26.5,368835,5664930,26.5,23,21,50.5,54.5,203,31,0.519145280122757,0.0382905350998044,-0.412328764796257
"821","820",EPSG:4326,31.0378811648782,51.1106972292371,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362652.441566981,5663965.79627146,27,362655,5663970,27,25.5,22.5,62.5,52,203,30.5,0.455616772174835,-0.0887664519250393,-0.466666683554649
"822","821",EPSG:4326,31.1491143422757,51.0019611024144,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370134.249015606,5651673.40791422,32,370135,5651675,32,31,29.3333333333333,68.3333333333333,65.6666666666667,205,43.6666666666667,0.489859580993652,-0.0202808401857813,-0.39966415365537
"823","822",EPSG:4326,30.766761774661,51.1048624518314,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343656.403303238,5663858.04853879,25.3333333333333,343655,5663855,25.3333333333333,20,15,59.3333333333333,31.6666666666667,197.666666666667,14,0.347812900940577,-0.304374198118846,-0.595939119656881
"824","823",EPSG:4326,31.000924083108,51.0368877446556,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,359842.825765521,5655828.47427995,27,359850,5655825,27,24,19,89,57,200,27,0.390578091144562,-0.218843847513199,-0.647684395313263
"825","824",EPSG:4326,31.0385588315748,51.2008495934251,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362967.256666436,5673988.83543272,30.25,362970,5673990,30.25,27.5,25.25,52.75,60.25,202.25,38.5,0.533567652106285,0.0671353158541024,-0.351502768695354
"826","825",EPSG:4326,31.1086019197509,51.0569438335509,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367448.906750208,5657859.19751317,34.3333333333333,367445,5657855,34.3333333333333,32,31.6666666666667,54.3333333333333,74,208,56,0.576790114243825,0.153580243388812,-0.263689011335373
"827","826",EPSG:4326,30.8044347921341,50.9991224135246,Matsala,"0","0","0",true,"2019","5","25",Points.csv,bog,bog,later,later,345942.97157559,5652021.69175445,27,345945,5652030,27,23.5,18,74,44.5,200,21.5,0.375551924109459,-0.248896174132824,-0.608649432659149
"828","827",EPSG:4326,30.9717677259477,51.0437153941117,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,357819.72738182,5656643.5202088,25.3333333333333,357815,5656645,25.3333333333333,20,14,81,36.6666666666667,195,14,0.311621228853862,-0.376757522424062,-0.70511269569397
"829","828",EPSG:4326,31.2028499667545,51.0409839360382,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374010.13763035,5655919.15944977,29.5,374010,5655915,29.5,28,21,92.5,61.5,200,30.5,0.399388581514359,-0.201222859323025,-0.62989130616188
"830","829",EPSG:4326,31.0732742332563,51.0679916984992,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365005.443987908,5659151.80852061,30.5,365010,5659155,30.5,27.5,27.5,57,63.5,205,42.5,0.526931047439575,0.0538620706647635,-0.349466890096664
"831","830",EPSG:4326,31.100600971605,50.9456546027955,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,366569.311183061,5645499.25187988,34,366570,5645505,34,32,28,67.5,54.5,194.5,36,0.446852117776871,-0.106295775622129,-0.413138851523399
"832","831",EPSG:4326,31.0980591623909,51.0693355836234,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366745.70648511,5659256.09134721,26.6666666666667,366745,5659255,26.6666666666667,21,15.6666666666667,51.6666666666667,27.6666666666667,197,13,0.348776121934255,-0.30244775613149,-0.53446227312088
"833","832",EPSG:4326,30.929122281,50.9688687515702,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,354596.643922249,5648404.59516505,30.5,354600,5648400,30.5,28.25,26.75,59.25,60.5,204,40.25,0.505200736224651,0.0104014750104398,-0.378374189138412
"834","833",EPSG:4326,31.1751078519761,51.160474400384,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372394.857202454,5669253.57610433,27.3333333333333,372395,5669255,27.3333333333333,25.3333333333333,22.6666666666667,58.3333333333333,52,202,38,0.472066710392634,-0.0558666046708822,-0.43870018919309
"835","834",EPSG:4326,31.1821130436406,51.0952375794438,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,372705.411601759,5661987.47591432,37,372705,5661990,37,30.5,25.5,73,48,196,26,0.396694213151932,-0.206611573696136,-0.481649473309517
"836","835",EPSG:4326,30.8606556534856,51.1227093095947,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,350286.729160063,5665647.14293449,27.6666666666667,350285,5665645,27.6666666666667,25.6666666666667,21.3333333333333,56.3333333333333,49.6666666666667,201,28,0.468522111574809,-0.0629557805756728,-0.45066045721372
"837","836",EPSG:4326,30.8629459304173,51.0133251835227,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,350093.944068013,5653480.18752963,25.6666666666667,350095,5653475,25.6666666666667,22,16.6666666666667,80,41.6666666666667,197,18.6666666666667,0.342305521170298,-0.315388947725296,-0.654988865057627
"838","837",EPSG:4326,30.813094330328,51.1647823975855,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,347097.795988994,5670423.08287365,24.5,347100,5670420,24.5,19.25,13.5,69.25,31.5,196,12.5,0.312930405139923,-0.374139182269573,-0.672674730420113
"839","838",EPSG:4326,30.9370675730098,51.1985652664438,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,355870.252556816,5673928.96695134,28.5,355875,5673930,28.5,26.5,24,68.5,53,203,31,0.436255246400833,-0.127489499747753,-0.4809490442276
"840","839",EPSG:4326,31.0274288465646,51.0162649448748,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,361639.547321329,5653485.3182434,25.5,361650,5653485,25.5,21.5,16.5,67,38,199,18.5,0.36224490404129,-0.275510206818581,-0.602991938591003
"841","840",EPSG:4326,31.0471709608762,51.1444130121769,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363402.188746963,5667697.44255708,26.5,363405,5667690,26.5,23,19.5,56.5,53,199.5,31.5,0.484028354287148,-0.0319432858377695,-0.486842110753059
"842","841",EPSG:4326,31.0757344201502,50.9337272864786,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364787.999761367,5644218.33361011,31.5,364785,5644230,31.5,29.5,27,68,58,199,40,0.456903129816055,-0.0861937422305346,-0.436274513602257
"843","842",EPSG:4326,30.9744153666435,51.0131732884566,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,357911.933107664,5653242.44039269,26.0052302998458,357911.408786564,5653241.99862227,26.0052302998458,22.1839388061897,15.0747946656007,105.010880683575,44.3747836492047,197.014218418543,17.1616802512179,0.297158163491251,-0.40568367499377,-0.747503121886699
"844","843",EPSG:4326,30.7710465535921,51.1182181856331,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,344001.327758539,5665333.95317607,24.5,344010,5665335,24.5,21.5,15.5,75,41.5,197,18,0.356409683823586,-0.287180632352829,-0.65651747584343
"845","844",EPSG:4326,30.7540019662734,51.1946659359478,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,343068.204010444,5673870.34982068,25.5,343065,5673870,25.5,22.5,18.5,75.5,54.5,199.5,27.5,0.419225990772247,-0.161548018455505,-0.606382966041565
"846","845",EPSG:4326,30.893503295139,51.1373875762952,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,352631.95492144,5667212.8951484,27,352635,5667210,27,25.5,24.5,58,57,205.5,36.5,0.495650857686996,-0.00869828322902322,-0.407565504312515
"847","846",EPSG:4326,31.0270777509889,51.0801620614221,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,361805.253267008,5660590.75758001,32,361800,5660595,32,31.5,31.5,92.5,72,203,52,0.437726378440857,-0.124547269195318,-0.491837397217751
"848","847",EPSG:4326,31.1412214824023,51.1542875660896,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370008.147162486,5668624.98046386,31.5,370005,5668620,31.5,29,29.5,75,66.5,201,50.5,0.469799160957336,-0.0604016799479723,-0.436228692531586
"849","848",EPSG:4326,30.7846734080879,51.0988586359961,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,344890.123376472,5663152.59269774,26,344885,5663155,26,21,14,80,37.6666666666667,196.333333333333,14.6666666666667,0.32006827990214,-0.359863440195719,-0.702105164527893
"850","849",EPSG:4326,30.944433008484,51.1603897869214,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,356266.100942607,5669669.74278549,29,356265,5669670,29,24.5,17.5,89.5,43.5,196,20.5,0.325800225138664,-0.348399564623833,-0.672619044780731
"851","850",EPSG:4326,31.0506588126591,51.0616802944136,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363402.459966621,5658491.73898235,28.5,363405,5658480,28.5,27,24.5,64.5,61.5,202,37.5,0.488095238804817,-0.0238095242530107,-0.449412658810616
"852","851",EPSG:4326,30.9783363553418,50.986106273489,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,358104.393452116,5650225.32114062,29.6666666666667,358105,5650225,29.6666666666667,24.3333333333333,19,53,26,197,12.3333333333333,0.329036821921666,-0.341926366090775,-0.471950521071752
"853","852",EPSG:4326,31.0292724209609,50.9728239041712,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,361639.694097467,5648651.64633952,26,361650,5648655,26,21,16,56,34,202,16,0.377717390656471,-0.244565218687057,-0.555469810962677
"854","853",EPSG:4326,31.1676868990611,51.1073853596509,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,371728.946337898,5663363.2802772,25,371725,5663365,25,20.6666666666667,16,71.3333333333333,32.3333333333333,199,15.6666666666667,0.309766848882039,-0.380466292301814,-0.633077601591746
"855","854",EPSG:4326,30.85085144511,51.2124692639142,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,349892.449747817,5675647.57795417,24.3333333333333,349895,5675645,24.3333333333333,19,14,77.3333333333333,32.6666666666667,196,12,0.296969701846441,-0.406060606241226,-0.693422536055247
"856","855",EPSG:4326,30.8326361947524,51.0040556904858,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,347937.725982346,5652511.63677675,27.25,347940,5652510,27.25,27,20.25,118.75,63.25,195.5,29.25,0.347542390227318,-0.304915241897106,-0.708540216088295
"857","856",EPSG:4326,30.8077202439393,50.9722823267425,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,346084.715609584,5649030.56908028,30.75,346080,5649030,30.75,28.5,25.75,72.5,60.75,200.5,36.75,0.456805042922497,-0.0863899206742644,-0.473344378173351
"858","857",EPSG:4326,30.8026803996032,51.1421891380877,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,346294.689167705,5667932.66121396,41.5,346290,5667930,41.5,46.5,55,75.5,94.5,210,83,0.556557267904282,0.113114545121789,-0.161267448216677
"859","858",EPSG:4326,30.9930711590915,51.1673033295317,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,359687.768769723,5670344.53117913,27.775465091408,359688.244879511,5670344.44858265,27.775465091408,26.0862881626537,23.2995566591558,73.0198615753194,68.5137694336101,201,36.5231229689863,0.483228928622792,-0.0335421239079525,-0.51592209443856
"860","859",EPSG:4326,30.9607051690209,51.126223210251,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,357298.475944268,5665839.02680971,28.5,357300,5665845,28.5,24.5,21.5,65.5,54.5,202,30,0.454166665673256,-0.0916666686534882,-0.505747109651566
"861","860",EPSG:4326,31.1247552510485,51.2184390312951,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,369038.664537281,5675787.51171703,25.3333333333333,369035,5675785,25.3333333333333,20,14.3333333333333,58,27.6666666666667,197.333333333333,11.6666666666667,0.323248555262883,-0.353502909342448,-0.603463212649027
"862","861",EPSG:4326,31.0490640688588,50.9091832789283,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362841.94345461,5641538.52840185,39.3333333333333,362845,5641535,39.3333333333333,38.6666666666667,40.6666666666667,74,76,202,62.6666666666667,0.506541073322296,0.013082155957818,-0.292248596747716
"863","862",EPSG:4326,30.9498665930379,50.9961027996056,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,356137.263342502,5651392.01108851,30.3333333333333,356135,5651395,30.3333333333333,23.6666666666667,18.6666666666667,68,39.6666666666667,198,17,0.367527673641841,-0.264944662650426,-0.569470564524333
"864","863",EPSG:4326,31.1354710089255,51.1639471375251,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369633.257919051,5669709.24951603,35.6666666666667,369635,5669705,35.6666666666667,33.6666666666667,27.6666666666667,87.6666666666667,59,198,30.3333333333333,0.402298857768377,-0.195402299364408,-0.520299623409907
"865","864",EPSG:4326,30.8212994020743,51.008391255002,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,347156.66943657,5653017.15011397,29.25,347160,5653020,29.25,25.75,22.25,68.5,51.75,201.75,31,0.43039795011282,-0.139204101637006,-0.509615391492844
"866","865",EPSG:4326,31.033499761063,51.0182910890367,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362071.352707682,5653699.22436769,29,362070,5653695,29,25,21,62,51,204,28.5,0.451327443122864,-0.0973451361060143,-0.493902444839478
"867","866",EPSG:4326,30.9287333438563,51.0652114524495,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,354870.493412291,5659117.61130978,28.6666666666667,354875,5659115,28.6666666666667,25.3333333333333,20.6666666666667,78,55.3333333333333,201,27.6666666666667,0.415160258611043,-0.169679482777913,-0.580819547176361
"868","867",EPSG:4326,30.9721281863025,51.0979262381018,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,358011.025182643,5662670.55710592,34,358015,5662675,34,33.3333333333333,33,67.3333333333333,70.3333333333333,202.333333333333,50.6666666666667,0.51089600721995,0.021792022511363,-0.34142659107844
"869","868",EPSG:4326,30.7675065618102,51.0486317473302,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,343518.915604848,5657604.31337762,27,343515,5657610,27,23,18,79,40,196,17,0.336375221610069,-0.327249571681023,-0.628233790397644
"870","869",EPSG:4326,31.1231559945721,51.1672673352358,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368781.688622913,5670100.34118327,27.3333333333333,368785,5670095,27.3333333333333,26,20.6666666666667,80,58,198,28.3333333333333,0.420146703720093,-0.159706592559814,-0.58945111433665
"871","870",EPSG:4326,31.0348642598355,50.9700776135931,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,362024.113441014,5648335.80849781,32,362025,5648340,32,27,26.5,48.5,31.5,199,17.5,0.393733397126198,-0.212533205747604,-0.29389788210392
"872","871",EPSG:4326,31.0888555112391,51.2319179382866,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366570.724461414,5677350.89286633,26.25,366570,5677350,26.25,19.75,14.25,47,26,199,12.5,0.356137380003929,-0.287725225090981,-0.534777536988258
"873","872",EPSG:4326,31.0973646223247,51.0218938173632,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366560.776348451,5653982.21056531,25,366555,5653980,25,21,16.5,54,27.5,198.5,13,0.33755274116993,-0.324894517660141,-0.531400978565216
"874","873",EPSG:4326,31.0372792215077,51.0688857334912,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,362486.336109521,5659317.82537972,25.75,362490,5659320,25.75,23.75,16,93.25,47,197.5,21,0.335480809211731,-0.329038396477699,-0.706284835934639
"875","874",EPSG:4326,31.0605969022566,51.1938568817571,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,364486.263665964,5673170.42895405,24.5,364485,5673180,24.5,18,14,60.5,30,198.5,12.5,0.331582814455032,-0.336834400892258,-0.624008625745773
"876","875",EPSG:4326,30.9622097470871,51.0994670274721,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,357321.354308168,5662861.06031888,26.5,357315,5662860,26.5,24,19,83.5,49.5,198,23,0.371951565146446,-0.256096877157688,-0.629523813724518
"877","876",EPSG:4326,31.1337378502362,51.02028407067,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369107.049089913,5653737.97683365,33,369105,5653740,33,32,29.5,64,68.5,202.5,45.5,0.51724237203598,0.0344847240485251,-0.368246346712112
"878","877",EPSG:4326,30.8364840947688,51.1323123887823,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,348626.755750425,5666764.36967592,29,348630,5666760,29,26,24.75,58.75,63.25,204,41.75,0.518798738718033,0.0375974550843239,-0.405416257679462
"879","878",EPSG:4326,30.9650568621992,51.0144175585177,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,357259.343169186,5653398.8773368,30.3333333333333,357265,5653405,30.3333333333333,27,23,59.6666666666667,52.6666666666667,202,30.6666666666667,0.468914568424225,-0.0621708470086257,-0.443583120902379
"880","879",EPSG:4326,31.1237218458313,51.1823008669132,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368863.909241656,5671770.9762962,38,368865,5671770,38,36,31.5,77.5,69,200,47,0.470969244837761,-0.0580615103244781,-0.422018349170685
"881","880",EPSG:4326,30.8328377062777,51.0960924136613,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,348253.028524664,5662744.61069152,26,348255,5662740,26,20.5,15.5,53,28.5,197,13.5,0.350075423717499,-0.299849182367325,-0.546308130025864
"882","881",EPSG:4326,31.0922626094966,51.0832296264077,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366379.652380213,5660811.50818502,25,366385,5660815,25,20.3333333333333,14,65.3333333333333,30.3333333333333,198.666666666667,12,0.317143092552821,-0.365713824828466,-0.64659970998764
"883","882",EPSG:4326,31.1851898893058,51.162433768014,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,373105.168025231,5669454.00211659,26,373105,5669455,26,22,16,91,42,198.333333333333,19,0.315423806508382,-0.369152377049128,-0.700787524382273
"884","883",EPSG:4326,30.938175126592,51.1589596567893,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,355824.104547181,5669522.97501816,32.3333333333333,355825,5669525,32.3333333333333,30.3333333333333,20.6666666666667,91.3333333333333,43,196.666666666667,17,0.319833189249039,-0.360333611567815,-0.630382398764292
"885","884",EPSG:4326,30.9105600413234,50.9642497582838,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,353278.889987468,5647927.78848725,32.3333333333333,353275,5647925,32.3333333333333,29.3333333333333,27,67.6666666666667,58,201.333333333333,36.6666666666667,0.460383633772532,-0.0792327374219894,-0.432237883408864
"886","885",EPSG:4326,31.0049067572281,51.2277555191653,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360697.651122666,5677043.88063258,26,360695,5677045,26,24,17.6666666666667,84.6666666666667,46.3333333333333,200,20.6666666666667,0.353913476069768,-0.292173047860463,-0.653985679149628
"887","886",EPSG:4326,30.7835829247818,50.9062325458386,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,344169.563021497,5641737.45647453,29,344175,5641740,29,26,24,51,57.5,205,38.5,0.530028879642487,0.0600577630102634,-0.360042735934258
"888","887",EPSG:4326,30.7522414731551,51.2167862609343,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343020.451789838,5676333.65553183,24.75,343020,5676330,24.75,20,15.75,67.5,35.75,198,15.75,0.346038930118084,-0.307922132313251,-0.621566817164421
"889","888",EPSG:4326,31.1914989547488,51.1064228621219,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373393.161325358,5663215.02287222,31,373395,5663220,31,30,28.5,85.5,61.5,204,38,0.418367356061935,-0.163265310227871,-0.499884560704231
"890","889",EPSG:4326,31.0709402201183,51.1427408101752,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365059.806100891,5667467.63146021,32,365070,5667465,32,28.5,26,58,58.5,199.5,38,0.50247049331665,0.00494100246578455,-0.380034029483795
"891","890",EPSG:4326,31.0546303283887,51.1927131377825,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,364066.023639207,5673054.26899102,25,364065,5673060,25,20.5,17,49,31.5,200.5,17.5,0.387141972780228,-0.225716061890125,-0.486542463302612
"892","891",EPSG:4326,31.0559694846193,51.2056843422421,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364197.743476265,5674494.11196878,33.6666666666667,364195,5674495,33.6666666666667,29.3333333333333,24.3333333333333,82,55,197,27,0.401665111382802,-0.196669782201449,-0.542798906564713
"893","892",EPSG:4326,30.9523174707331,50.9949769260801,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,356305.75390188,5651262.04540474,32,356310,5651265,32,27,23.5,67.5,53.5,201,29,0.441927999258041,-0.116144020110369,-0.483574882149696
"894","893",EPSG:4326,30.8099829626973,51.1636294993075,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,346876.46202608,5670301.36738775,25,346875,5670300,25,19.5,15.5,55.5,29,197,12,0.343303456902504,-0.313393115997314,-0.563430607318878
"895","894",EPSG:4326,30.9104839289409,50.9285355450645,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,353161.036955269,5643956.96356036,33,353160,5643960,33,32.75,33.75,72.75,72.75,204.25,56.5,0.49943221360445,-0.00113558350130916,-0.369792945683002
"896","895",EPSG:4326,31.164670438075,51.2116690728485,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,371807.208544127,5674964.33839263,27.5178997979339,371807.591826917,5674964.22191235,27.5178997979339,21.0246772714793,15.0305204180297,59.885291026388,25.8565069134402,196,11.8821444973222,0.301590553362438,-0.396818897474591,-0.598646980083956
"897","896",EPSG:4326,31.1958847021891,51.0113910661514,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373441.291495524,5652640.58105507,32.5,373440,5652645,32.5,30,26,84.5,61,200,36.5,0.419131547212601,-0.161736913025379,-0.529570758342743
"898","897",EPSG:4326,30.9190281490213,51.2150311513004,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,354661.8717978,5675795.37347885,25,354660,5675790,25,22,15.25,96.25,47.25,197,19,0.329252026975155,-0.34149594604969,-0.725940436124802
"899","898",EPSG:4326,31.1112120040802,51.0568757294456,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367631.616004585,5657846.93033295,29.5,367635,5657850,29.5,25.5,24,51,55.5,203,39.5,0.516503140330315,0.0330062434077263,-0.362453192472458
"900","899",EPSG:4326,30.8925183388079,51.179687185507,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,352697.863193963,5671918.19690226,29.5,352695,5671920,29.5,26,25,55.5,62,204,37.5,0.527745604515076,0.0554911624640226,-0.378703698515892
"901","900",EPSG:4326,31.1624985072092,51.0030285786281,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371076.229511546,5651768.60505774,29.6666666666667,371075,5651765,29.6666666666667,26.3333333333333,23.6666666666667,66.3333333333333,52,201.333333333333,31.3333333333333,0.439275095860163,-0.121449820697308,-0.474227786064148
"902","901",EPSG:4326,31.0001008393032,50.9599595469953,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,359552.995986919,5647276.41648258,27.5,359550,5647275,27.5,24,21.5,55.5,49,205,31,0.46891026198864,-0.0621794890612364,-0.441632926464081
"903","902",EPSG:4326,30.9774858259657,50.9588472687308,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,357961.553362083,5647196.05823155,26.25,357960,5647200,26.25,21.5,17,66.75,40.5,202,23.5,0.377433843910694,-0.245132315903902,-0.593673139810562
"904","903",EPSG:4326,30.9053909283024,51.160705062579,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,353537.369329975,5669781.83722559,24.5,353535,5669790,24.5,20.5,14,76.5,36.5,198,16.5,0.323031723499298,-0.353936538100243,-0.690522730350494
